model_id,org,family,variant,tier,registry_paradigm,is_quick_test,is_phase_transition,release_date,license,downloads,likes,num_params,num_layers,hidden_size,ffn_size,num_heads,num_kv_heads,head_dim,norm_type,activation,positional_scheme,max_context,sliding_window,vocab_size,num_params_source,ssm_state_size,ssm_conv_kernel,ssm_dt_rank,detected_numeric_keys,detected_numeric_count,has_mamba_key,has_ssm_key,pretrain_tokens,pretrain_tokens_source,tokenizer_type,quant_format_count,quant_formats,hf_api,has_config_json,has_model_card,has_safetensors_index,error_count,has_errors,release_month,release_year,has_ssm_signals,param_b,context_k,log10_params,log10_context,log10_downloads,gqa_ratio,kv_compression,is_gqa,is_mha,ffn_expansion,params_per_layer_m,params_per_head_m,depth_width_ratio,context_per_param,context_per_param_b,downloads_per_param_b,is_long_context_128k,is_extreme_context,has_sliding_window,sliding_window_ratio,pretrain_tokens_suspect,pretrain_tokens_clean,tokens_per_param,has_quant,has_gguf,has_bitsandbytes,has_int8,canonical_head_dim,canonical_norm,canonical_activation,canonical_position,convergence_score,metadata_completeness,inferred_paradigm,taxonomy_gap,explicit_label_disagreement,size_bucket,context_bucket
tiiuae/Falcon-H1-3B-Instruct,tiiuae,Falcon-H1,3B-Instruct,tier2,unassigned,False,False,2025-05-01,other,2626.0,14.0,3149392384.0,32.0,2560.0,6144.0,10.0,2.0,128.0,rmsnorm,silu,rope,131072.0,,65537.0,hf_api.safetensors.total,256.0,4.0,,mamba_chunk_size|mamba_d_conv|mamba_d_head|mamba_d_ssm|mamba_d_state|mamba_expand|mamba_n_groups|mamba_n_heads|ssm_in_multiplier|ssm_multipliers|ssm_out_multiplier,11,True,True,,,PreTrainedTokenizer,1,GGUF,True,True,True,True,0,False,2025-05-01,2025.0,True,3.149392384,128.0,9.498226772922923,5.11750992628768,3.4194600727860704,5.0,0.8,1.0,0.0,2.4,98.418512,314.93923839999997,0.0125,4.161818662732881e-05,41618.18662732881,833.8116308850514,True,False,False,,False,,,True,True,False,False,True,True,True,True,1.0,0.9230769230769231,hybrid,True,False,3-10B,32k-131k
tiiuae/Falcon-H1-7B-Instruct,tiiuae,Falcon-H1,7B-Instruct,tier2,unassigned,False,False,2025-05-01,other,3130.0,30.0,7585654880.0,44.0,3072.0,12288.0,12.0,2.0,128.0,rmsnorm,silu,rope,262144.0,,130049.0,hf_api.safetensors.total,256.0,4.0,,mamba_chunk_size|mamba_d_conv|mamba_d_head|mamba_d_ssm|mamba_d_state|mamba_expand|mamba_n_groups|mamba_n_heads|ssm_in_multiplier|ssm_multipliers|ssm_out_multiplier,11,True,True,,,PreTrainedTokenizer,1,GGUF,True,True,True,True,0,False,2025-05-01,2025.0,True,7.58565488,256.0,9.879993079980121,5.418539921951662,3.4956830676169153,6.0,0.8333333333333334,1.0,0.0,4.0,172.4012472727273,632.1379066666666,0.014322916666666666,3.455786008550919e-05,34557.86008550919,412.6209337907553,True,False,False,,False,,,True,True,False,False,True,True,True,True,1.0,0.9230769230769231,hybrid,True,False,3-10B,>131k
tiiuae/falcon-mamba-7b,tiiuae,falcon-mamba,7b,tier2,ssm,False,False,2024-07-17,other,7035.0,242.0,7272665088.0,64.0,4096.0,8192.0,,,,,silu,,,,65024.0,safetensors_index.metadata.total_size,16.0,4.0,256.0,conv_kernel|state_size,2,False,False,256.0,model_card_text,PreTrainedTokenizerFast,2,BITSANDBYTES|INT4,True,True,True,True,0,False,2024-07-01,2024.0,True,7.272665088,,9.861693588426306,,3.8473258307854237,,,,,2.0,113.635392,,0.015625,,,967.3207709795201,False,False,False,,True,,,True,False,True,False,False,False,True,False,0.25,0.7692307692307693,ssm,False,False,3-10B,
Qwen/Qwen3-14B,Qwen,Qwen3,14B,tier3,unassigned,False,False,2025-04-27,apache-2.0,716821.0,366.0,14768307200.0,40.0,5120.0,17408.0,40.0,8.0,128.0,rmsnorm,silu,rope,131072.0,,151936.0,safetensors_index.metadata.total_size,,,,,0,False,False,131072.0,model_card_text,Qwen2Tokenizer,1,GGUF,True,True,True,True,0,False,2025-04-01,2025.0,False,14.7683072,128.0,10.16933071766594,5.11750992628768,5.855411325800249,5.0,0.8,1.0,0.0,3.4,369.20768,369.20768,0.0078125,8.87522166386138e-06,8875.221663861379,48537.79043816206,True,False,False,,True,,,True,True,False,False,True,True,True,True,1.0,1.0,transformer,False,False,10B+,32k-131k
Qwen/Qwen3-32B,Qwen,Qwen3,32B,tier3,unassigned,False,False,2025-04-27,apache-2.0,1560791.0,654.0,32762123264.0,64.0,5120.0,25600.0,64.0,8.0,128.0,rmsnorm,silu,rope,131072.0,,151936.0,hf_api.safetensors.total,,,,,0,False,False,131072.0,model_card_text,Qwen2Tokenizer,1,GGUF,True,True,True,True,0,False,2025-04-01,2025.0,False,32.762123264,128.0,10.515372039973531,5.11750992628768,6.193345030371111,8.0,0.875,1.0,0.0,5.0,511.908176,511.908176,0.0125,4.000717503679801e-06,4000.7175036798003,47640.10523442001,True,False,False,,True,,,True,True,False,False,True,True,True,True,1.0,1.0,transformer,False,False,10B+,32k-131k
allenai/Olmo-3-1125-32B,allenai,Olmo-3-1125,32B,tier3,unassigned,False,False,2025-11-04,apache-2.0,6946.0,109.0,32233522176.0,64.0,5120.0,27648.0,40.0,8.0,128.0,rmsnorm,silu,rope,65536.0,4096.0,100278.0,hf_api.safetensors.total,,,,,0,False,False,5500000000000.0,model_card_text,GPT2Tokenizer,1,BITSANDBYTES,True,True,True,True,0,False,2025-11-01,2025.0,False,32.233522176,64.0,10.508307763719735,4.816479930623699,3.841797298874355,5.0,0.8,1.0,0.0,5.4,503.648784,805.8380544,0.0125,2.033162855804691e-06,2033.162855804691,215.48994745512977,False,False,True,0.0625,False,5500000000000.0,170.62981730538635,True,False,True,False,True,True,True,True,1.0,1.0,transformer,False,False,10B+,32k-131k
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,deepseek-ai,DeepSeek-R1-Distill-Qwen,14B,tier3,unassigned,False,False,2025-01-20,mit,419777.0,603.0,14770033664.0,48.0,5120.0,13824.0,40.0,8.0,128.0,rmsnorm,silu,rope,131072.0,131072.0,152064.0,hf_api.safetensors.total,,,,,0,False,False,32768.0,model_card_text,LlamaTokenizerFast,0,,True,True,True,True,0,False,2025-01-01,2025.0,False,14.770033664,128.0,10.169381485161155,5.11750992628768,5.623019674053513,5.0,0.8,1.0,0.0,2.7,307.7090346666667,369.2508416,0.009375,8.874184242346762e-06,8874.184242346762,28420.856008145114,True,False,True,1.0,True,,,False,False,False,False,True,True,True,True,1.0,1.0,reasoning,True,False,10B+,32k-131k
google/gemma-3-12b-it,google,gemma-3,12b-it,tier3,unassigned,False,False,2025-03-01,gemma,1228958.0,658.0,12187325040.0,,,,,,,,,,,,,safetensors_index.metadata.total_size,,,,,0,False,False,14000000000000.0,model_card_text,GemmaTokenizer,0,,True,True,True,True,0,False,2025-03-01,2025.0,False,12.18732504,,10.085908394063889,,6.089537394382976,,,,,,,,,,,100839.02710122516,False,False,False,,False,14000000000000.0,1148.7344395961068,False,False,False,False,False,False,False,False,0.0,0.46153846153846156,transformer,False,False,10B+,
google/gemma-3-27b-it,google,gemma-3,27b-it,tier3,unassigned,False,False,2025-03-01,gemma,1739533.0,1875.0,27432406640.0,,,,,,,,,,,,,safetensors_index.metadata.total_size,,,,,0,False,False,14000000000000.0,model_card_text,GemmaTokenizer,0,,True,True,True,True,0,False,2025-03-01,2025.0,False,27.43240664,,10.438263909851099,,6.240432921653932,,,,,,,,,,,63411.60740390658,False,False,False,,False,14000000000000.0,510.3453074214126,False,False,False,False,False,False,False,False,0.0,0.46153846153846156,transformer,False,False,10B+,
ibm-granite/granite-4.0-h-small,ibm-granite,granite-4.0,h-small,tier3,unassigned,False,False,2025-09-16,apache-2.0,59268.0,295.0,32207337984.0,40.0,4096.0,768.0,32.0,8.0,128.0,rmsnorm,silu,nope,131072.0,,100352.0,safetensors_index.metadata.total_size,128.0,4.0,,mamba_chunk_size|mamba_d_conv|mamba_d_head|mamba_d_state|mamba_expand|mamba_n_groups|mamba_n_heads,7,True,False,,,GPT2Tokenizer,0,,True,True,True,True,0,False,2025-09-01,2025.0,True,32.207337984,128.0,10.507954830791892,5.11750992628768,4.772827599785911,4.0,0.75,1.0,0.0,0.1875,805.1834496,1006.479312,0.009765625,4.069631587221338e-06,4069.631587221338,1840.201758662676,True,False,False,,False,,,False,False,False,False,True,True,True,False,0.75,0.9230769230769231,hybrid,True,False,10B+,32k-131k
inclusionAI/LLaDA2.0-mini,inclusionAI,LLaDA2.0,mini,tier3,unassigned,False,False,2025-11-25,apache-2.0,34822.0,57.0,16255643392.0,20.0,2048.0,5120.0,16.0,4.0,128.0,rmsnorm,silu,rope,32768.0,4096.0,157184.0,safetensors_index.metadata.total_size,,,,,0,False,False,20000000000000.0,model_card_text,PreTrainedTokenizerFast,0,,True,True,True,True,0,False,2025-11-01,2025.0,False,16.255643392,32.0,10.211004163377856,4.515449934959718,4.541866182844564,4.0,0.75,1.0,0.0,2.5,812.7821696,1015.977712,0.009765625,2.0157922519465663e-06,2015.7922519465665,2142.148370278422,False,False,True,0.125,False,20000000000000.0,1230.3419506509804,False,False,False,False,True,True,True,True,1.0,1.0,diffusion,True,False,10B+,8k-32k
microsoft/Phi-4-reasoning,microsoft,Phi-4,reasoning,tier3,unassigned,False,False,2025-04-09,mit,5606.0,215.0,14659507200.0,40.0,5120.0,17920.0,40.0,10.0,128.0,rmsnorm,silu,rope,32768.0,,100352.0,hf_api.safetensors.total,,,,,0,False,False,16000000000.0,model_card_text,GPT2Tokenizer,0,,True,True,True,True,0,False,2025-04-01,2025.0,False,14.6595072,32.0,10.16611937112926,4.515449934959718,3.7487305560984945,4.0,0.75,1.0,0.0,3.5,366.48768,366.48768,0.0078125,2.2352729565152096e-06,2235.2729565152094,382.41394635694166,False,False,False,,False,16000000000.0,1.0914418732984421,False,False,False,False,True,True,True,True,1.0,1.0,reasoning,True,False,10B+,8k-32k
openai/gpt-oss-20b,openai,gpt-oss,20b,tier3,unassigned,False,False,2025-08-04,apache-2.0,5509274.0,4371.0,21511953984.0,24.0,2880.0,2880.0,64.0,8.0,64.0,rmsnorm,silu,rope,131072.0,128.0,201088.0,hf_api.safetensors.total,,,,,0,False,False,,,PreTrainedTokenizerFast,1,INT8,True,True,True,True,0,False,2025-08-01,2025.0,False,21.511953984,128.0,10.33267986022137,5.11750992628768,6.741094451081204,8.0,0.875,1.0,0.0,1.0,896.331416,336.124281,0.008333333333333333,6.0929843982321526e-06,6092.984398232153,256102.90929859958,True,False,True,0.0009765625,False,,,True,False,False,True,True,True,True,True,1.0,0.9230769230769231,transformer,False,False,10B+,32k-131k
tiiuae/Falcon-H1-34B-Instruct,tiiuae,Falcon-H1,34B-Instruct,tier3,unassigned,False,False,2025-05-01,other,804.0,51.0,33642516224.0,72.0,5120.0,21504.0,20.0,4.0,128.0,rmsnorm,silu,rope,262144.0,,261120.0,hf_api.safetensors.total,256.0,4.0,,mamba_chunk_size|mamba_d_conv|mamba_d_head|mamba_d_ssm|mamba_d_state|mamba_expand|mamba_n_groups|mamba_n_heads|ssm_in_multiplier|ssm_multipliers|ssm_out_multiplier,11,True,True,,,PreTrainedTokenizer,1,GGUF,True,True,True,True,0,False,2025-05-01,2025.0,True,33.642516224,256.0,10.526888470518598,5.418539921951662,2.9057958803678687,5.0,0.8,1.0,0.0,4.2,467.2571697777778,1682.1258112,0.0140625,7.792044990172016e-06,7792.044990172018,23.898331344979486,True,False,False,,False,,,True,True,False,False,True,True,True,True,1.0,0.9230769230769231,hybrid,True,False,10B+,>131k
TinyLlama/TinyLlama-1.1B-Chat-v1.0,TinyLlama,TinyLlama,1.1B-Chat-v1.0,unassigned,unassigned,False,True,2023-12-30,apache-2.0,1770914.0,1526.0,1100048384.0,22.0,2048.0,5632.0,32.0,4.0,64.0,rmsnorm,silu,rope,2048.0,,32000.0,hf_api.safetensors.total,,,,,0,False,False,3000000000000.0,model_card_text,LlamaTokenizer,0,,True,True,True,False,0,False,2023-12-01,2023.0,False,1.100048384,2.0,9.041411787378312,3.3113299523037933,6.248197716516519,8.0,0.875,1.0,0.0,2.75,50.002199272727275,34.376512,0.0107421875,1.8617362925011124e-06,1861.7362925011125,1609851.0081534742,False,False,False,,False,3000000000000.0,2727.1527722184264,False,False,False,False,True,True,True,True,1.0,1.0,transformer,False,False,1-3B,<=8k
